event_order,country,event_type,event_month,traffic_source,no_of_events
3,United States,product,2023-01-01 00:00:00.000000 UTC,Adwords,718
3,United States,product,2023-08-01 00:00:00.000000 UTC,Adwords,779
3,Spain,product,2023-06-01 00:00:00.000000 UTC,Organic,32
3,China,product,2023-12-01 00:00:00.000000 UTC,YouTube,437
3,China,product,2023-10-01 00:00:00.000000 UTC,Organic,217
3,China,product,2023-12-01 00:00:00.000000 UTC,Facebook,468
3,Belgium,product,2023-02-01 00:00:00.000000 UTC,Email,61
3,United States,product,2023-07-01 00:00:00.000000 UTC,Facebook,265
3,United States,product,2023-08-01 00:00:00.000000 UTC,YouTube,264
3,United States,product,2023-07-01 00:00:00.000000 UTC,Email,1187
3,United States,product,2023-09-01 00:00:00.000000 UTC,Adwords,719
3,United States,product,2023-01-01 00:00:00.000000 UTC,Email,1079
3,Belgium,product,2023-09-01 00:00:00.000000 UTC,YouTube,12
3,United States,product,2023-11-01 00:00:00.000000 UTC,Adwords,848
3,United States,product,2023-04-01 00:00:00.000000 UTC,Email,1078
3,United States,product,2023-10-01 00:00:00.000000 UTC,Adwords,842
3,United States,product,2023-03-01 00:00:00.000000 UTC,Email,1155
3,United States,product,2023-03-01 00:00:00.000000 UTC,Adwords,776
3,United States,product,2023-10-01 00:00:00.000000 UTC,YouTube,302
3,United States,product,2023-01-01 00:00:00.000000 UTC,YouTube,241
3,United States,product,2023-12-01 00:00:00.000000 UTC,Email,1309
3,Germany,product,2023-06-01 00:00:00.000000 UTC,Adwords,151
3,Spain,product,2023-08-01 00:00:00.000000 UTC,Adwords,162
3,United States,product,2023-02-01 00:00:00.000000 UTC,Email,957
3,United States,product,2023-04-01 00:00:00.000000 UTC,Adwords,696
3,United States,product,2023-06-01 00:00:00.000000 UTC,Organic,111
3,Germany,product,2023-03-01 00:00:00.000000 UTC,Adwords,131
3,Germany,product,2023-11-01 00:00:00.000000 UTC,Adwords,161
3,China,product,2023-07-01 00:00:00.000000 UTC,Facebook,404
3,United States,product,2023-06-01 00:00:00.000000 UTC,YouTube,255
3,China,product,2023-12-01 00:00:00.000000 UTC,Adwords,1353
3,Brasil,product,2023-09-01 00:00:00.000000 UTC,Organic,92
3,France,product,2023-03-01 00:00:00.000000 UTC,Email,239
3,Spain,product,2023-09-01 00:00:00.000000 UTC,Email,271
3,United States,product,2023-05-01 00:00:00.000000 UTC,Email,1175
3,United States,product,2023-11-01 00:00:00.000000 UTC,Email,1214
3,United States,product,2023-09-01 00:00:00.000000 UTC,Facebook,249
3,United States,product,2023-09-01 00:00:00.000000 UTC,Email,1163
3,United States,product,2023-01-01 00:00:00.000000 UTC,Facebook,245
3,United States,product,2023-12-01 00:00:00.000000 UTC,YouTube,334
3,United States,product,2023-08-01 00:00:00.000000 UTC,Email,1275
3,United States,product,2023-01-01 00:00:00.000000 UTC,Organic,120
3,United States,product,2023-11-01 00:00:00.000000 UTC,YouTube,241
3,Spain,product,2023-11-01 00:00:00.000000 UTC,Adwords,172
3,Spain,product,2023-08-01 00:00:00.000000 UTC,Email,243
3,United States,product,2023-12-01 00:00:00.000000 UTC,Adwords,864
3,United States,product,2023-06-01 00:00:00.000000 UTC,Adwords,753
3,United States,product,2023-07-01 00:00:00.000000 UTC,YouTube,259
3,Belgium,product,2023-04-01 00:00:00.000000 UTC,Adwords,41
3,Spain,product,2023-12-01 00:00:00.000000 UTC,YouTube,58
3,United States,product,2023-02-01 00:00:00.000000 UTC,Facebook,226
3,Germany,product,2023-08-01 00:00:00.000000 UTC,Email,217
3,Japan,product,2023-01-01 00:00:00.000000 UTC,Adwords,77
3,Japan,product,2023-03-01 00:00:00.000000 UTC,Adwords,90
3,China,product,2023-07-01 00:00:00.000000 UTC,Organic,193
3,Belgium,product,2023-08-01 00:00:00.000000 UTC,Facebook,13
3,Belgium,product,2023-02-01 00:00:00.000000 UTC,Organic,9
3,Belgium,product,2023-08-01 00:00:00.000000 UTC,Email,71
3,Japan,product,2023-07-01 00:00:00.000000 UTC,Adwords,101
3,South Korea,product,2023-01-01 00:00:00.000000 UTC,Adwords,194
3,South Korea,product,2023-03-01 00:00:00.000000 UTC,Email,244
3,Belgium,product,2023-09-01 00:00:00.000000 UTC,Email,78
3,France,product,2023-11-01 00:00:00.000000 UTC,Email,257
3,Japan,product,2023-05-01 00:00:00.000000 UTC,YouTube,34
3,South Korea,product,2023-03-01 00:00:00.000000 UTC,Organic,16
3,South Korea,product,2023-09-01 00:00:00.000000 UTC,Email,284
3,France,product,2023-06-01 00:00:00.000000 UTC,Email,226
3,Spain,product,2023-01-01 00:00:00.000000 UTC,Email,219
3,China,product,2023-07-01 00:00:00.000000 UTC,YouTube,376
3,South Korea,product,2023-04-01 00:00:00.000000 UTC,Email,258
3,South Korea,product,2023-02-01 00:00:00.000000 UTC,YouTube,44
3,South Korea,product,2023-10-01 00:00:00.000000 UTC,Facebook,75
3,Brasil,product,2023-12-01 00:00:00.000000 UTC,YouTube,185
3,Brasil,product,2023-03-01 00:00:00.000000 UTC,Email,710
3,Brasil,product,2023-09-01 00:00:00.000000 UTC,Adwords,526
3,Japan,product,2023-07-01 00:00:00.000000 UTC,Organic,15
3,Japan,product,2023-09-01 00:00:00.000000 UTC,Adwords,74
3,Japan,product,2023-02-01 00:00:00.000000 UTC,Adwords,68
3,France,product,2023-05-01 00:00:00.000000 UTC,Email,238
3,Germany,product,2023-01-01 00:00:00.000000 UTC,Email,170
3,Spain,product,2023-06-01 00:00:00.000000 UTC,Email,236
3,Germany,product,2023-01-01 00:00:00.000000 UTC,Adwords,157
3,United States,product,2023-03-01 00:00:00.000000 UTC,YouTube,238
3,Germany,product,2023-03-01 00:00:00.000000 UTC,Facebook,36
3,Germany,product,2023-11-01 00:00:00.000000 UTC,Email,226
3,South Korea,product,2023-09-01 00:00:00.000000 UTC,Adwords,176
3,South Korea,product,2023-06-01 00:00:00.000000 UTC,Facebook,56
3,South Korea,product,2023-10-01 00:00:00.000000 UTC,Adwords,210
3,France,product,2023-04-01 00:00:00.000000 UTC,Email,212
3,France,product,2023-09-01 00:00:00.000000 UTC,Email,234
3,France,product,2023-10-01 00:00:00.000000 UTC,Adwords,158
3,France,product,2023-08-01 00:00:00.000000 UTC,Adwords,153
3,China,product,2023-03-01 00:00:00.000000 UTC,Organic,200
3,France,product,2023-07-01 00:00:00.000000 UTC,Email,234
3,France,product,2023-12-01 00:00:00.000000 UTC,YouTube,51
3,France,product,2023-03-01 00:00:00.000000 UTC,Adwords,151
3,Brasil,product,2023-05-01 00:00:00.000000 UTC,Adwords,487
3,Brasil,product,2023-10-01 00:00:00.000000 UTC,Facebook,183
3,Japan,product,2023-08-01 00:00:00.000000 UTC,Email,152
3,South Korea,product,2023-08-01 00:00:00.000000 UTC,Adwords,184
3,Germany,product,2023-05-01 00:00:00.000000 UTC,Adwords,142
3,Brasil,product,2023-05-01 00:00:00.000000 UTC,Email,672
3,Japan,product,2023-07-01 00:00:00.000000 UTC,Facebook,24
3,Japan,product,2023-04-01 00:00:00.000000 UTC,Adwords,86
3,South Korea,product,2023-03-01 00:00:00.000000 UTC,Adwords,193
3,South Korea,product,2023-02-01 00:00:00.000000 UTC,Email,261
3,South Korea,product,2023-07-01 00:00:00.000000 UTC,Facebook,57
3,Spain,product,2023-06-01 00:00:00.000000 UTC,Adwords,169
3,China,product,2023-10-01 00:00:00.000000 UTC,YouTube,442
3,Brasil,product,2023-11-01 00:00:00.000000 UTC,YouTube,180
3,Brasil,product,2023-10-01 00:00:00.000000 UTC,Adwords,589
3,South Korea,product,2023-08-01 00:00:00.000000 UTC,Email,292
3,South Korea,product,2023-06-01 00:00:00.000000 UTC,YouTube,62
3,South Korea,product,2023-11-01 00:00:00.000000 UTC,Email,268
3,France,product,2023-01-01 00:00:00.000000 UTC,Adwords,146
3,Brasil,product,2023-08-01 00:00:00.000000 UTC,Organic,87
3,France,product,2023-01-01 00:00:00.000000 UTC,Email,231
3,Brasil,product,2023-07-01 00:00:00.000000 UTC,Adwords,514
3,Japan,product,2023-09-01 00:00:00.000000 UTC,Organic,9
3,South Korea,product,2023-05-01 00:00:00.000000 UTC,YouTube,46
3,South Korea,product,2023-04-01 00:00:00.000000 UTC,YouTube,47
3,South Korea,product,2023-07-01 00:00:00.000000 UTC,Adwords,163
3,South Korea,product,2023-10-01 00:00:00.000000 UTC,Email,301
3,South Korea,product,2023-01-01 00:00:00.000000 UTC,Email,290
3,Brasil,product,2023-09-01 00:00:00.000000 UTC,Facebook,183
3,Germany,product,2023-06-01 00:00:00.000000 UTC,Email,225
3,Brasil,product,2023-06-01 00:00:00.000000 UTC,Organic,75
3,South Korea,product,2023-12-01 00:00:00.000000 UTC,Adwords,201
3,South Korea,product,2023-03-01 00:00:00.000000 UTC,Facebook,52
3,South Korea,product,2023-06-01 00:00:00.000000 UTC,Adwords,198
3,South Korea,product,2023-12-01 00:00:00.000000 UTC,Facebook,67
3,Germany,product,2023-07-01 00:00:00.000000 UTC,Email,230
3,Germany,product,2023-10-01 00:00:00.000000 UTC,Email,230
3,Spain,product,2023-10-01 00:00:00.000000 UTC,YouTube,55
3,Germany,product,2023-02-01 00:00:00.000000 UTC,Adwords,131
3,Japan,product,2023-08-01 00:00:00.000000 UTC,Adwords,83
3,China,product,2023-05-01 00:00:00.000000 UTC,Facebook,355
3,Germany,product,2023-10-01 00:00:00.000000 UTC,Organic,27
3,Germany,product,2023-02-01 00:00:00.000000 UTC,Facebook,35
3,South Korea,product,2023-05-01 00:00:00.000000 UTC,Email,262
3,South Korea,product,2023-11-01 00:00:00.000000 UTC,Facebook,65
3,South Korea,product,2023-04-01 00:00:00.000000 UTC,Adwords,161
3,South Korea,product,2023-07-01 00:00:00.000000 UTC,YouTube,66
3,South Korea,product,2023-12-01 00:00:00.000000 UTC,Email,267
3,Japan,product,2023-05-01 00:00:00.000000 UTC,Adwords,103
3,Japan,product,2023-02-01 00:00:00.000000 UTC,YouTube,30
3,South Korea,product,2023-08-01 00:00:00.000000 UTC,YouTube,56
3,Spain,product,2023-03-01 00:00:00.000000 UTC,Adwords,143
3,China,product,2023-11-01 00:00:00.000000 UTC,Organic,199
3,Germany,product,2023-10-01 00:00:00.000000 UTC,YouTube,52
3,Germany,product,2023-05-01 00:00:00.000000 UTC,YouTube,54
3,South Korea,product,2023-11-01 00:00:00.000000 UTC,Organic,42
3,United States,product,2023-02-01 00:00:00.000000 UTC,Adwords,660
3,Japan,product,2023-07-01 00:00:00.000000 UTC,Email,130
3,South Korea,product,2023-06-01 00:00:00.000000 UTC,Email,247
3,France,product,2023-11-01 00:00:00.000000 UTC,Adwords,184
3,Brasil,product,2023-10-01 00:00:00.000000 UTC,YouTube,183
3,Germany,product,2023-07-01 00:00:00.000000 UTC,Adwords,166
3,Germany,product,2023-09-01 00:00:00.000000 UTC,Email,213
3,Japan,product,2023-01-01 00:00:00.000000 UTC,Email,123
3,Japan,product,2023-04-01 00:00:00.000000 UTC,Email,99
3,United States,product,2023-04-01 00:00:00.000000 UTC,Facebook,247
3,Germany,product,2023-02-01 00:00:00.000000 UTC,Email,206
3,Brasil,product,2023-01-01 00:00:00.000000 UTC,YouTube,169
3,Spain,product,2023-10-01 00:00:00.000000 UTC,Email,237
3,South Korea,product,2023-11-01 00:00:00.000000 UTC,Adwords,203
3,China,product,2023-09-01 00:00:00.000000 UTC,Organic,198
3,Spain,product,2023-12-01 00:00:00.000000 UTC,Adwords,158
3,Spain,product,2023-03-01 00:00:00.000000 UTC,Email,221
3,China,product,2023-01-01 00:00:00.000000 UTC,Organic,176
3,Spain,product,2023-01-01 00:00:00.000000 UTC,Adwords,108
3,Japan,product,2023-12-01 00:00:00.000000 UTC,Email,152
3,South Korea,product,2023-07-01 00:00:00.000000 UTC,Email,259
3,China,product,2023-12-01 00:00:00.000000 UTC,Organic,206
3,United States,product,2023-08-01 00:00:00.000000 UTC,Organic,144
3,Japan,product,2023-10-01 00:00:00.000000 UTC,Email,146
3,Japan,product,2023-12-01 00:00:00.000000 UTC,Organic,15
3,Japan,product,2023-06-01 00:00:00.000000 UTC,Adwords,64
3,Japan,product,2023-12-01 00:00:00.000000 UTC,Adwords,83
3,China,product,2023-10-01 00:00:00.000000 UTC,Facebook,420
3,Spain,product,2023-02-01 00:00:00.000000 UTC,Email,226
3,Japan,product,2023-12-01 00:00:00.000000 UTC,Facebook,34
3,Japan,product,2023-01-01 00:00:00.000000 UTC,YouTube,22
3,South Korea,product,2023-03-01 00:00:00.000000 UTC,YouTube,56
3,Japan,product,2023-06-01 00:00:00.000000 UTC,Email,105
3,Germany,product,2023-10-01 00:00:00.000000 UTC,Adwords,155
3,Germany,product,2023-09-01 00:00:00.000000 UTC,Adwords,159
3,Japan,product,2023-05-01 00:00:00.000000 UTC,Email,140
3,Belgium,product,2023-03-01 00:00:00.000000 UTC,Email,72
3,Belgium,product,2023-04-01 00:00:00.000000 UTC,Email,41
3,United States,product,2023-10-01 00:00:00.000000 UTC,Facebook,243
3,Japan,product,2023-06-01 00:00:00.000000 UTC,YouTube,27
3,Spain,product,2023-07-01 00:00:00.000000 UTC,Adwords,136
3,Spain,product,2023-05-01 00:00:00.000000 UTC,Adwords,159
3,Spain,product,2023-04-01 00:00:00.000000 UTC,Organic,26
3,United States,product,2023-06-01 00:00:00.000000 UTC,Facebook,240
3,Spain,product,2023-05-01 00:00:00.000000 UTC,Email,222
3,Spain,product,2023-09-01 00:00:00.000000 UTC,Adwords,160
3,France,product,2023-09-01 00:00:00.000000 UTC,Adwords,163
3,Spain,product,2023-01-01 00:00:00.000000 UTC,Organic,25
3,Belgium,product,2023-06-01 00:00:00.000000 UTC,Email,70
3,France,product,2023-07-01 00:00:00.000000 UTC,Adwords,178
3,Japan,product,2023-02-01 00:00:00.000000 UTC,Email,94
3,Japan,product,2023-09-01 00:00:00.000000 UTC,Email,141
3,Japan,product,2023-09-01 00:00:00.000000 UTC,Facebook,21
3,France,product,2023-02-01 00:00:00.000000 UTC,Adwords,136
3,Spain,product,2023-02-01 00:00:00.000000 UTC,Facebook,43
3,Germany,product,2023-04-01 00:00:00.000000 UTC,Adwords,159
3,Germany,product,2023-02-01 00:00:00.000000 UTC,YouTube,37
3,Germany,product,2023-09-01 00:00:00.000000 UTC,YouTube,55
3,France,product,2023-08-01 00:00:00.000000 UTC,Facebook,51
3,Spain,product,2023-12-01 00:00:00.000000 UTC,Email,237
3,Brasil,product,2023-08-01 00:00:00.000000 UTC,YouTube,151
3,Japan,product,2023-05-01 00:00:00.000000 UTC,Organic,19
3,Spain,product,2023-04-01 00:00:00.000000 UTC,Adwords,147
3,Spain,product,2023-10-01 00:00:00.000000 UTC,Adwords,152
3,Spain,product,2023-11-01 00:00:00.000000 UTC,Email,225
3,Spain,product,2023-03-01 00:00:00.000000 UTC,Facebook,43
3,United States,product,2023-06-01 00:00:00.000000 UTC,Email,1143
3,Japan,product,2023-11-01 00:00:00.000000 UTC,Adwords,87
3,Japan,product,2023-04-01 00:00:00.000000 UTC,YouTube,31
3,Spain,product,2023-07-01 00:00:00.000000 UTC,YouTube,43
3,France,product,2023-07-01 00:00:00.000000 UTC,YouTube,51
3,United States,product,2023-09-01 00:00:00.000000 UTC,YouTube,289
3,Belgium,product,2023-10-01 00:00:00.000000 UTC,Email,60
3,United States,product,2023-05-01 00:00:00.000000 UTC,YouTube,252
3,United States,product,2023-05-01 00:00:00.000000 UTC,Facebook,239
3,Germany,product,2023-03-01 00:00:00.000000 UTC,YouTube,47
3,China,product,2023-04-01 00:00:00.000000 UTC,Organic,170
3,China,product,2023-01-01 00:00:00.000000 UTC,Facebook,341
3,China,product,2023-09-01 00:00:00.000000 UTC,Facebook,400
3,China,product,2023-06-01 00:00:00.000000 UTC,YouTube,360
3,China,product,2023-09-01 00:00:00.000000 UTC,YouTube,412
3,China,product,2023-01-01 00:00:00.000000 UTC,YouTube,351
3,China,product,2023-02-01 00:00:00.000000 UTC,Facebook,336
3,France,product,2023-06-01 00:00:00.000000 UTC,Facebook,52
3,Spain,product,2023-04-01 00:00:00.000000 UTC,Email,227
3,China,product,2023-02-01 00:00:00.000000 UTC,YouTube,309
3,Belgium,product,2023-09-01 00:00:00.000000 UTC,Adwords,37
3,Australia,product,2023-06-01 00:00:00.000000 UTC,Email,113
3,Australia,product,2023-01-01 00:00:00.000000 UTC,Email,89
3,Germany,product,2023-03-01 00:00:00.000000 UTC,Email,207
3,Spain,product,2023-07-01 00:00:00.000000 UTC,Email,220
3,Spain,product,2023-05-01 00:00:00.000000 UTC,Facebook,44
3,Australia,product,2023-05-01 00:00:00.000000 UTC,YouTube,18
3,Australia,product,2023-04-01 00:00:00.000000 UTC,Adwords,67
3,Belgium,product,2023-05-01 00:00:00.000000 UTC,Organic,7
3,United States,product,2023-10-01 00:00:00.000000 UTC,Email,1282
3,Australia,product,2023-04-01 00:00:00.000000 UTC,Email,110
3,Belgium,product,2023-03-01 00:00:00.000000 UTC,Adwords,39
3,Germany,product,2023-12-01 00:00:00.000000 UTC,Adwords,148
3,Japan,product,2023-05-01 00:00:00.000000 UTC,Facebook,27
3,Australia,product,2023-03-01 00:00:00.000000 UTC,Adwords,52
3,United States,product,2023-03-01 00:00:00.000000 UTC,Organic,107
3,Japan,product,2023-03-01 00:00:00.000000 UTC,Facebook,18
3,United States,product,2023-04-01 00:00:00.000000 UTC,YouTube,233
3,Australia,product,2023-10-01 00:00:00.000000 UTC,Adwords,64
3,Australia,product,2023-09-01 00:00:00.000000 UTC,Facebook,29
3,Australia,product,2023-05-01 00:00:00.000000 UTC,Adwords,82
3,United States,product,2023-11-01 00:00:00.000000 UTC,Facebook,243
3,Belgium,product,2023-11-01 00:00:00.000000 UTC,Email,80
3,Australia,product,2023-01-01 00:00:00.000000 UTC,Adwords,59
3,Australia,product,2023-08-01 00:00:00.000000 UTC,YouTube,33
3,Australia,product,2023-08-01 00:00:00.000000 UTC,Email,109
3,Australia,product,2023-01-01 00:00:00.000000 UTC,Organic,14
3,Australia,product,2023-07-01 00:00:00.000000 UTC,YouTube,16
3,Australia,product,2023-11-01 00:00:00.000000 UTC,Adwords,80
3,Belgium,product,2023-11-01 00:00:00.000000 UTC,Adwords,48
3,Australia,product,2023-03-01 00:00:00.000000 UTC,Email,99
3,Germany,product,2023-09-01 00:00:00.000000 UTC,Facebook,52
3,Australia,product,2023-09-01 00:00:00.000000 UTC,Email,107
3,Australia,product,2023-03-01 00:00:00.000000 UTC,Facebook,37
3,Japan,product,2023-12-01 00:00:00.000000 UTC,YouTube,31
3,Australia,product,2023-07-01 00:00:00.000000 UTC,Email,122
3,Australia,product,2023-10-01 00:00:00.000000 UTC,Facebook,25
3,France,product,2023-10-01 00:00:00.000000 UTC,Email,271
3,Australia,product,2023-02-01 00:00:00.000000 UTC,Adwords,56
3,Spain,product,2023-02-01 00:00:00.000000 UTC,Organic,15
3,Australia,product,2023-10-01 00:00:00.000000 UTC,Email,115
3,Brasil,product,2023-11-01 00:00:00.000000 UTC,Organic,100
3,Spain,product,2023-06-01 00:00:00.000000 UTC,YouTube,51
3,Japan,product,2023-01-01 00:00:00.000000 UTC,Facebook,13
3,Japan,product,2023-09-01 00:00:00.000000 UTC,YouTube,38
3,Brasil,product,2023-05-01 00:00:00.000000 UTC,Facebook,142
3,Brasil,product,2023-11-01 00:00:00.000000 UTC,Facebook,175
3,Japan,product,2023-11-01 00:00:00.000000 UTC,Facebook,33
3,Belgium,product,2023-09-01 00:00:00.000000 UTC,Organic,7
3,Germany,product,2023-12-01 00:00:00.000000 UTC,Email,236
3,Brasil,product,2023-07-01 00:00:00.000000 UTC,Facebook,178
3,Australia,product,2023-07-01 00:00:00.000000 UTC,Adwords,64
3,France,product,2023-08-01 00:00:00.000000 UTC,Email,266
3,Japan,product,2023-03-01 00:00:00.000000 UTC,YouTube,35
3,Australia,product,2023-12-01 00:00:00.000000 UTC,Organic,17
3,France,product,2023-01-01 00:00:00.000000 UTC,Facebook,41
3,Germany,product,2023-08-01 00:00:00.000000 UTC,YouTube,41
3,Germany,product,2023-06-01 00:00:00.000000 UTC,Facebook,49
3,Japan,product,2023-06-01 00:00:00.000000 UTC,Facebook,22
3,France,product,2023-12-01 00:00:00.000000 UTC,Email,264
3,France,product,2023-01-01 00:00:00.000000 UTC,Organic,29
3,Australia,product,2023-11-01 00:00:00.000000 UTC,Email,103
3,Australia,product,2023-10-01 00:00:00.000000 UTC,Organic,12
3,Australia,product,2023-05-01 00:00:00.000000 UTC,Email,108
3,Brasil,product,2023-04-01 00:00:00.000000 UTC,Organic,73
3,Australia,product,2023-04-01 00:00:00.000000 UTC,Facebook,33
3,Australia,product,2023-08-01 00:00:00.000000 UTC,Adwords,73
3,Japan,product,2023-10-01 00:00:00.000000 UTC,Adwords,91
3,Australia,product,2023-02-01 00:00:00.000000 UTC,Email,82
3,Germany,product,2023-11-01 00:00:00.000000 UTC,Organic,20
3,Spain,product,2023-01-01 00:00:00.000000 UTC,YouTube,47
3,Spain,product,2023-09-01 00:00:00.000000 UTC,Facebook,54
3,Spain,product,2023-10-01 00:00:00.000000 UTC,Organic,30
3,Spain,product,2023-11-01 00:00:00.000000 UTC,Organic,27
3,Spain,product,2023-11-01 00:00:00.000000 UTC,Facebook,57
3,Spain,product,2023-08-01 00:00:00.000000 UTC,YouTube,54
3,Spain,product,2023-06-01 00:00:00.000000 UTC,Facebook,47
3,Spain,product,2023-03-01 00:00:00.000000 UTC,Organic,31
3,France,product,2023-03-01 00:00:00.000000 UTC,Facebook,56
3,Belgium,product,2023-06-01 00:00:00.000000 UTC,Adwords,39
3,United States,product,2023-04-01 00:00:00.000000 UTC,Organic,129
3,Spain,product,2023-12-01 00:00:00.000000 UTC,Facebook,54
3,Spain,product,2023-05-01 00:00:00.000000 UTC,Organic,27
3,Germany,product,2023-05-01 00:00:00.000000 UTC,Facebook,49
3,Australia,product,2023-12-01 00:00:00.000000 UTC,YouTube,34
3,Spain,product,2023-04-01 00:00:00.000000 UTC,YouTube,48
3,Spain,product,2023-09-01 00:00:00.000000 UTC,Organic,23
3,Brasil,product,2023-07-01 00:00:00.000000 UTC,YouTube,137
3,France,product,2023-01-01 00:00:00.000000 UTC,YouTube,56
3,United States,product,2023-10-01 00:00:00.000000 UTC,Organic,157
3,Spain,product,2023-03-01 00:00:00.000000 UTC,YouTube,38
3,Brasil,product,2023-12-01 00:00:00.000000 UTC,Facebook,177
3,Brasil,product,2023-02-01 00:00:00.000000 UTC,Email,643
3,United States,product,2023-02-01 00:00:00.000000 UTC,YouTube,231
3,France,product,2023-04-01 00:00:00.000000 UTC,YouTube,55
3,Germany,product,2023-05-01 00:00:00.000000 UTC,Organic,25
3,Germany,product,2023-04-01 00:00:00.000000 UTC,Email,211
3,France,product,2023-12-01 00:00:00.000000 UTC,Adwords,165
3,Spain,product,2023-07-01 00:00:00.000000 UTC,Facebook,53
3,France,product,2023-10-01 00:00:00.000000 UTC,Facebook,54
3,Australia,product,2023-12-01 00:00:00.000000 UTC,Adwords,93
3,Germany,product,2023-05-01 00:00:00.000000 UTC,Email,224
3,Spain,product,2023-08-01 00:00:00.000000 UTC,Facebook,62
3,Australia,product,2023-10-01 00:00:00.000000 UTC,YouTube,27
3,United States,product,2023-07-01 00:00:00.000000 UTC,Organic,127
3,United States,product,2023-12-01 00:00:00.000000 UTC,Organic,139
3,France,product,2023-05-01 00:00:00.000000 UTC,Adwords,152
3,Deutschland,product,2023-12-01 00:00:00.000000 UTC,Email,42
3,Germany,product,2023-01-01 00:00:00.000000 UTC,YouTube,41
3,Deutschland,product,2023-01-01 00:00:00.000000 UTC,YouTube,8
3,Deutschland,product,2023-10-01 00:00:00.000000 UTC,Email,44
3,Germany,product,2023-10-01 00:00:00.000000 UTC,Facebook,35
3,Deutschland,product,2023-10-01 00:00:00.000000 UTC,Facebook,4
3,Deutschland,product,2023-01-01 00:00:00.000000 UTC,Email,32
3,Deutschland,product,2023-09-01 00:00:00.000000 UTC,Adwords,34
3,South Korea,product,2023-05-01 00:00:00.000000 UTC,Adwords,170
3,United States,product,2023-11-01 00:00:00.000000 UTC,Organic,117
3,United States,product,2023-05-01 00:00:00.000000 UTC,Organic,119
3,Spain,product,2023-01-01 00:00:00.000000 UTC,Facebook,48
3,Deutschland,product,2023-10-01 00:00:00.000000 UTC,Adwords,31
3,Deutschland,product,2023-04-01 00:00:00.000000 UTC,Email,43
3,Spain,product,2023-09-01 00:00:00.000000 UTC,YouTube,53
3,France,product,2023-09-01 00:00:00.000000 UTC,YouTube,42
3,Japan,product,2023-02-01 00:00:00.000000 UTC,Organic,16
3,Deutschland,product,2023-09-01 00:00:00.000000 UTC,Email,49
3,Deutschland,product,2023-09-01 00:00:00.000000 UTC,Facebook,14
3,South Korea,product,2023-09-01 00:00:00.000000 UTC,Organic,20
3,Australia,product,2023-04-01 00:00:00.000000 UTC,YouTube,17
3,France,product,2023-02-01 00:00:00.000000 UTC,YouTube,45
3,Belgium,product,2023-05-01 00:00:00.000000 UTC,Adwords,50
3,Brasil,product,2023-04-01 00:00:00.000000 UTC,Facebook,159
3,Belgium,product,2023-08-01 00:00:00.000000 UTC,YouTube,17
3,Brasil,product,2023-05-01 00:00:00.000000 UTC,Organic,83
3,Germany,product,2023-12-01 00:00:00.000000 UTC,Facebook,62
3,Brasil,product,2023-03-01 00:00:00.000000 UTC,Organic,83
3,Belgium,product,2023-07-01 00:00:00.000000 UTC,Adwords,46
3,Australia,product,2023-11-01 00:00:00.000000 UTC,YouTube,23
3,Spain,product,2023-04-01 00:00:00.000000 UTC,Facebook,47
3,France,product,2023-10-01 00:00:00.000000 UTC,Organic,30
3,Spain,product,2023-02-01 00:00:00.000000 UTC,YouTube,42
3,Deutschland,product,2023-11-01 00:00:00.000000 UTC,Email,39
3,Deutschland,product,2023-06-01 00:00:00.000000 UTC,Adwords,25
3,United States,product,2023-12-01 00:00:00.000000 UTC,Facebook,280
3,France,product,2023-04-01 00:00:00.000000 UTC,Adwords,155
3,France,product,2023-10-01 00:00:00.000000 UTC,YouTube,50
3,Germany,product,2023-04-01 00:00:00.000000 UTC,Facebook,45
3,Belgium,product,2023-07-01 00:00:00.000000 UTC,Email,69
3,Australia,product,2023-12-01 00:00:00.000000 UTC,Email,131
3,Brasil,product,2023-04-01 00:00:00.000000 UTC,YouTube,160
3,Belgium,product,2023-05-01 00:00:00.000000 UTC,Email,63
3,Brasil,product,2023-01-01 00:00:00.000000 UTC,Organic,71
3,South Korea,product,2023-12-01 00:00:00.000000 UTC,Organic,33
3,Belgium,product,2023-05-01 00:00:00.000000 UTC,Facebook,13
3,South Korea,product,2023-01-01 00:00:00.000000 UTC,YouTube,59
3,South Korea,product,2023-07-01 00:00:00.000000 UTC,Organic,29
3,South Korea,product,2023-09-01 00:00:00.000000 UTC,YouTube,64
3,Belgium,product,2023-01-01 00:00:00.000000 UTC,YouTube,14
3,South Korea,product,2023-09-01 00:00:00.000000 UTC,Facebook,49
3,Deutschland,product,2023-01-01 00:00:00.000000 UTC,Adwords,30
3,Deutschland,product,2023-02-01 00:00:00.000000 UTC,YouTube,8
3,Deutschland,product,2023-02-01 00:00:00.000000 UTC,Adwords,29
3,Germany,product,2023-11-01 00:00:00.000000 UTC,YouTube,60
3,Deutschland,product,2023-11-01 00:00:00.000000 UTC,YouTube,9
3,South Korea,product,2023-04-01 00:00:00.000000 UTC,Facebook,82
3,Deutschland,product,2023-03-01 00:00:00.000000 UTC,YouTube,11
3,Deutschland,product,2023-06-01 00:00:00.000000 UTC,Email,51
3,France,product,2023-11-01 00:00:00.000000 UTC,Facebook,54
3,South Korea,product,2023-02-01 00:00:00.000000 UTC,Adwords,146
3,France,product,2023-08-01 00:00:00.000000 UTC,YouTube,61
